Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2007-09-17 00:00:00+05:30,4518.4501953125,4549.0498046875,4482.85009765625,4494.64990234375,0,0.0,0.0
2007-09-18 00:00:00+05:30,4494.10009765625,4551.7998046875,4481.5498046875,4546.2001953125,0,0.0,0.0
2007-09-19 00:00:00+05:30,4550.25,4739.0,4550.25,4732.35009765625,0,0.0,0.0
2007-09-20 00:00:00+05:30,4734.85009765625,4760.85009765625,4721.14990234375,4747.5498046875,0,0.0,0.0
2007-09-21 00:00:00+05:30,4752.9501953125,4855.7001953125,4733.7001953125,4837.5498046875,0,0.0,0.0
2007-09-24 00:00:00+05:30,4837.14990234375,4941.14990234375,4837.14990234375,4932.2001953125,0,0.0,0.0
2007-09-25 00:00:00+05:30,4939.10009765625,4953.89990234375,4878.14990234375,4938.85009765625,0,0.0,0.0
2007-09-26 00:00:00+05:30,4937.60009765625,4980.85009765625,4930.35009765625,4940.5,0,0.0,0.0
2007-09-27 00:00:00+05:30,4942.7001953125,5016.39990234375,4942.7001953125,5000.5498046875,0,0.0,0.0
2007-09-28 00:00:00+05:30,4996.4501953125,5055.7998046875,4996.4501953125,5021.35009765625,0,0.0,0.0
2007-10-01 00:00:00+05:30,5021.5,5089.2998046875,5001.35009765625,5068.9501953125,0,0.0,0.0
2007-10-03 00:00:00+05:30,5069.0,5261.35009765625,5034.14990234375,5210.7998046875,0,0.0,0.0
2007-10-04 00:00:00+05:30,5211.64990234375,5233.10009765625,5126.0498046875,5208.64990234375,0,0.0,0.0
2007-10-05 00:00:00+05:30,5208.14990234375,5248.5498046875,5164.5,5185.85009765625,0,0.0,0.0
2007-10-08 00:00:00+05:30,5186.25,5249.2998046875,5024.75,5085.10009765625,0,0.0,0.0
2007-10-09 00:00:00+05:30,5062.64990234375,5348.7001953125,5000.9501953125,5327.25,0,0.0,0.0
2007-10-10 00:00:00+05:30,5328.14990234375,5454.7001953125,5328.14990234375,5441.4501953125,0,0.0,0.0
2007-10-11 00:00:00+05:30,5438.89990234375,5532.75,5424.25,5524.85009765625,0,0.0,0.0
2007-10-12 00:00:00+05:30,5525.2998046875,5549.2998046875,5402.60009765625,5428.25,0,0.0,0.0
2007-10-15 00:00:00+05:30,5428.35009765625,5682.64990234375,5419.89990234375,5670.39990234375,0,0.0,0.0
2007-10-16 00:00:00+05:30,5670.64990234375,5708.35009765625,5578.4501953125,5668.0498046875,0,0.0,0.0
2007-10-17 00:00:00+05:30,5658.89990234375,5658.89990234375,5107.2998046875,5559.2998046875,0,0.0,0.0
2007-10-18 00:00:00+05:30,5551.10009765625,5736.7998046875,5269.64990234375,5351.0,0,0.0,0.0
2007-10-19 00:00:00+05:30,5360.35009765625,5390.85009765625,5101.75,5215.2998046875,0,0.0,0.0
2007-10-22 00:00:00+05:30,5202.75,5247.39990234375,5070.89990234375,5184.0,0,0.0,0.0
2007-10-23 00:00:00+05:30,5185.2998046875,5488.5,5176.85009765625,5473.7001953125,0,0.0,0.0
2007-10-24 00:00:00+05:30,5477.60009765625,5577.89990234375,5419.39990234375,5496.14990234375,0,0.0,0.0
2007-10-25 00:00:00+05:30,5499.0498046875,5605.9501953125,5469.2998046875,5568.9501953125,0,0.0,0.0
2007-10-26 00:00:00+05:30,5564.25,5716.89990234375,5513.35009765625,5702.2998046875,0,0.0,0.0
2007-10-29 00:00:00+05:30,5708.89990234375,5922.5,5708.89990234375,5905.89990234375,0,0.0,0.0
2007-10-30 00:00:00+05:30,5917.5498046875,5976.0,5833.89990234375,5868.75,0,0.0,0.0
2007-10-31 00:00:00+05:30,5868.89990234375,5952.25,5861.2998046875,5900.64990234375,0,0.0,0.0
2007-11-01 00:00:00+05:30,5903.7998046875,6011.9501953125,5837.2001953125,5866.4501953125,0,0.0,0.0
2007-11-02 00:00:00+05:30,5854.85009765625,5944.75,5714.25,5932.39990234375,0,0.0,0.0
2007-11-05 00:00:00+05:30,5931.89990234375,5948.5498046875,5819.60009765625,5847.2998046875,0,0.0,0.0
2007-11-06 00:00:00+05:30,5847.10009765625,5957.2001953125,5759.9501953125,5786.5,0,0.0,0.0
2007-11-07 00:00:00+05:30,5782.39990234375,5861.35009765625,5744.2998046875,5782.35009765625,0,0.0,0.0
2007-11-08 00:00:00+05:30,5779.2998046875,5780.7998046875,5646.75,5698.75,0,0.0,0.0
2007-11-12 00:00:00+05:30,5660.60009765625,5660.60009765625,5477.5,5617.10009765625,0,0.0,0.0
2007-11-13 00:00:00+05:30,5612.35009765625,5758.85009765625,5591.60009765625,5695.39990234375,0,0.0,0.0
2007-11-14 00:00:00+05:30,5703.9501953125,5950.2001953125,5700.0498046875,5937.89990234375,0,0.0,0.0
2007-11-15 00:00:00+05:30,5942.7001953125,5966.9501953125,5895.64990234375,5912.10009765625,0,0.0,0.0
2007-11-16 00:00:00+05:30,5913.14990234375,5948.0498046875,5817.39990234375,5906.85009765625,0,0.0,0.0
2007-11-19 00:00:00+05:30,5908.0498046875,5981.7998046875,5893.7998046875,5907.64990234375,0,0.0,0.0
2007-11-20 00:00:00+05:30,5911.25,5923.7001953125,5755.7998046875,5780.89990234375,0,0.0,0.0
2007-11-21 00:00:00+05:30,5778.7998046875,5790.0498046875,5530.85009765625,5561.0498046875,0,0.0,0.0
2007-11-22 00:00:00+05:30,5564.64990234375,5608.64990234375,5394.35009765625,5519.35009765625,0,0.0,0.0
2007-11-23 00:00:00+05:30,5524.2998046875,5638.60009765625,5514.75,5608.60009765625,0,0.0,0.0
2007-11-26 00:00:00+05:30,5611.2998046875,5772.5498046875,5608.9501953125,5731.7001953125,0,0.0,0.0
2007-11-27 00:00:00+05:30,5729.25,5743.5498046875,5655.60009765625,5698.14990234375,0,0.0,0.0
2007-11-28 00:00:00+05:30,5699.5498046875,5749.9501953125,5595.5,5617.5498046875,0,0.0,0.0
2007-11-29 00:00:00+05:30,5617.7998046875,5725.0,5612.10009765625,5634.60009765625,0,0.0,0.0
2007-11-30 00:00:00+05:30,5633.89990234375,5782.5498046875,5632.64990234375,5762.75,0,0.0,0.0
2007-12-03 00:00:00+05:30,5765.4501953125,5878.7998046875,5754.60009765625,5865.0,0,0.0,0.0
2007-12-04 00:00:00+05:30,5870.2001953125,5897.25,5840.2998046875,5858.35009765625,0,0.0,0.0
2007-12-05 00:00:00+05:30,5861.89990234375,5949.2998046875,5859.9501953125,5940.0,0,0.0,0.0
2007-12-06 00:00:00+05:30,5941.0498046875,6027.0498046875,5919.7998046875,5954.7001953125,0,0.0,0.0
2007-12-07 00:00:00+05:30,5963.60009765625,6042.10009765625,5894.7998046875,5974.2998046875,0,0.0,0.0
2007-12-10 00:00:00+05:30,5974.0,6015.2998046875,5923.35009765625,5960.60009765625,0,0.0,0.0
2007-12-11 00:00:00+05:30,5960.39990234375,6111.2001953125,5960.39990234375,6097.25,0,0.0,0.0
2007-12-12 00:00:00+05:30,6067.0498046875,6175.64990234375,6005.4501953125,6159.2998046875,0,0.0,0.0
2007-12-13 00:00:00+05:30,6159.25,6185.39990234375,6040.39990234375,6058.10009765625,0,0.0,0.0
2007-12-14 00:00:00+05:30,6056.2001953125,6078.5498046875,6015.0498046875,6047.7001953125,0,0.0,0.0
2007-12-17 00:00:00+05:30,6037.9501953125,6039.9501953125,5740.60009765625,5777.0,0,0.0,0.0
2007-12-18 00:00:00+05:30,5777.60009765625,5874.60009765625,5710.60009765625,5742.2998046875,0,0.0,0.0
2007-12-19 00:00:00+05:30,5730.25,5840.7998046875,5676.7001953125,5751.14990234375,0,0.0,0.0
2007-12-20 00:00:00+05:30,5751.75,5799.5,5742.75,5766.5,0,0.0,0.0
2007-12-24 00:00:00+05:30,5771.2998046875,6001.0498046875,5771.2998046875,5985.10009765625,0,0.0,0.0
2007-12-26 00:00:00+05:30,5988.4501953125,6085.25,5988.4501953125,6070.75,0,0.0,0.0
2007-12-27 00:00:00+05:30,6069.0,6110.85009765625,6060.2001953125,6081.5,0,0.0,0.0
2007-12-28 00:00:00+05:30,6079.5498046875,6098.60009765625,6021.89990234375,6079.7001953125,0,0.0,0.0
2007-12-31 00:00:00+05:30,6095.0,6167.75,6095.0,6138.60009765625,0,0.0,0.0
2008-01-01 00:00:00+05:30,6136.75,6165.35009765625,6109.85009765625,6144.35009765625,0,0.0,0.0
2008-01-02 00:00:00+05:30,6144.7001953125,6197.0,6060.85009765625,6179.39990234375,0,0.0,0.0
2008-01-03 00:00:00+05:30,6184.25,6230.14990234375,6126.39990234375,6178.5498046875,0,0.0,0.0
2008-01-04 00:00:00+05:30,6179.10009765625,6300.0498046875,6179.10009765625,6274.2998046875,0,0.0,0.0
2008-01-07 00:00:00+05:30,6271.0,6289.7998046875,6193.35009765625,6279.10009765625,0,0.0,0.0
2008-01-08 00:00:00+05:30,6282.4501953125,6357.10009765625,6221.60009765625,6287.85009765625,0,0.0,0.0
2008-01-09 00:00:00+05:30,6287.5498046875,6338.2998046875,6231.25,6272.0,0,0.0,0.0
2008-01-10 00:00:00+05:30,6278.10009765625,6347.0,6142.89990234375,6156.9501953125,0,0.0,0.0
2008-01-11 00:00:00+05:30,6166.64990234375,6224.2001953125,6112.5498046875,6200.10009765625,0,0.0,0.0
2008-01-14 00:00:00+05:30,6208.7998046875,6244.14990234375,6172.0,6206.7998046875,0,0.0,0.0
2008-01-15 00:00:00+05:30,6226.35009765625,6260.4501953125,6053.2998046875,6074.25,0,0.0,0.0
2008-01-16 00:00:00+05:30,6065.0,6065.0,5825.75,5935.75,0,0.0,0.0
2008-01-17 00:00:00+05:30,5937.9501953125,6013.14990234375,5880.2998046875,5913.2001953125,0,0.0,0.0
2008-01-18 00:00:00+05:30,5907.75,5908.75,5677.0,5705.2998046875,0,0.0,0.0
2008-01-21 00:00:00+05:30,5705.0,5705.0,4977.10009765625,5208.7998046875,0,0.0,0.0
2008-01-22 00:00:00+05:30,5203.35009765625,5203.35009765625,4448.5,4899.2998046875,0,0.0,0.0
2008-01-23 00:00:00+05:30,4903.0498046875,5328.0498046875,4891.60009765625,5203.39990234375,0,0.0,0.0
2008-01-24 00:00:00+05:30,5208.0,5357.2001953125,4995.7998046875,5033.4501953125,0,0.0,0.0
2008-01-25 00:00:00+05:30,5035.0498046875,5399.25,5035.0498046875,5383.35009765625,0,0.0,0.0
2008-01-28 00:00:00+05:30,5380.9501953125,5380.9501953125,5071.0,5274.10009765625,0,0.0,0.0
2008-01-29 00:00:00+05:30,5279.5498046875,5391.60009765625,5225.25,5280.7998046875,0,0.0,0.0
2008-01-30 00:00:00+05:30,5283.75,5314.2998046875,5142.25,5167.60009765625,0,0.0,0.0
2008-01-31 00:00:00+05:30,5172.25,5251.64990234375,5071.14990234375,5137.4501953125,0,0.0,0.0
2008-02-01 00:00:00+05:30,5140.60009765625,5339.9501953125,5090.75,5317.25,0,0.0,0.0
2008-02-04 00:00:00+05:30,5315.5498046875,5545.2001953125,5315.5498046875,5463.5,0,0.0,0.0
2008-02-05 00:00:00+05:30,5463.75,5500.60009765625,5412.9501953125,5483.89990234375,0,0.0,0.0
2008-02-06 00:00:00+05:30,5470.39990234375,5470.39990234375,5257.0498046875,5322.5498046875,0,0.0,0.0
2008-02-07 00:00:00+05:30,5322.5498046875,5344.60009765625,5113.85009765625,5133.25,0,0.0,0.0
2008-02-08 00:00:00+05:30,5132.10009765625,5173.85009765625,5034.25,5120.35009765625,0,0.0,0.0
2008-02-11 00:00:00+05:30,5120.5498046875,5126.39990234375,4803.60009765625,4857.0,0,0.0,0.0
2008-02-12 00:00:00+05:30,4877.85009765625,4949.60009765625,4820.4501953125,4838.25,0,0.0,0.0
2008-02-13 00:00:00+05:30,4836.5498046875,4986.5498046875,4836.5498046875,4929.4501953125,0,0.0,0.0
